,text,label
769,"Thank You
Thank You for the unblock. LoveMonkey",0
770,"""

I am an expert in this field, I am a article writing, education oriented contribitor, not a nit-picking """"so called"""" editor whose aim appear to be strictly to engage in disruptive behaviour and exercise their ability to play junior editor.
The list is not too long. (see any number of other articles), nor is it innapropriate.
If you want high quality educators and experts in their perspective fields to contribute, I highly suggest quelling the ability of lay people to edit well researched articles.   """,0
771,ok thanks for the heads up!!,0
772,"please stop your oppressive editing
Hi. I see that you're not as stupid as the other sysop, trying to block ip addresses and stuff. But all my warnings apply to you too. And if you're still wondering what this is about or who the fuck I am, you know what to do. Just do a whois on my ip117.201.39.75",1
773,"Grow up? You make me laugh. And by the way, you contradicted yourself when you said you hadn't touched my edits. I never even referenced Final Fantasy VII when leaving a message to you. You DID mess with my edits BY reverting them, therefore you DID fuck with them. Now go research what I said and stop discriminating against users, asshole. This isn't your own private playground where you can fuck with people.",1
774,"Are you stupid or what?  Moron, if you block me you have only hurt the Wikipedia project, as I was trying to help remove some OBVIOUS BULLSHIT that even a reatarded grade school kid can tell is bullshit, from an article.  Are all Wikipedia admins as stupid as you?",1
775,"""

 Re:Newsletter 

Hi Nichalp, done — (talk) """,0
776,"how about you only use it on wallpaper! wait...whatd you say??? *reads the message over* more like YOU....um....i forgot again... uh.... ABSOLUTE MINAQRKY!!! *runs off a cloud and falls to the ground (howd i get on a cloud anyway?)* yeahp thats me, absolute aned utter NONSENSE!",1
777,"Wikipedia in general

Honestly, you take this too seriously. It's just the fucking internet you twats. Getting all annoyed and faffing on with blocking and reverting edits and the like. Maintaining Wikipedia is a fucking joke.",1
778,"""
http://en.wikipedia.org/w/index.php?title=Wikipedia:Sockpuppet_investigations/FaheyUSMC&diff;=prev&oldid;=451979799 
Look Toddst1, you annoying, rude, uncivil bully, I was referring to THE DATING GUY TALK PAGE that I was finally able to read and study the history of after Dragonfly6-7 put it back in viewable status. I can see everything you and your friends did there. I can see the nice neat note from Agent86 where he says he wouldn't go near it any more because of how you people behave. This is not an """"admission of guilt"""", this is proof that I went back and read and saw all the shenanigans you were a part of. What is wrong with you that you keep having to hound and harass me? Am I Prisoner 24601 to your Inspector Javert? 76.31.236.91  """,0
779,"LGagnon 
i for one, think lgagnon is a big fat cock sucker.  lgagnon? Lgagnon my nuts.",1
780,"Ill take that as a yes. Please check my edits yes I reverted your talkpage edit by mistake, within a minute I reverted myself. accidents do happen. Also you need to read WP:NPOV. As for not editing talkpages I have more talkspace edits than you have total edits. βcommand",0
781,burtalbert you fucking suck dick u king asshole,1
782,"""

 Congratulations 

Well I suppose I have to confess I was wrong. Your pointless, pedantic and punitive block did more than just piss me off after all. It meant there were several vandal edits to pages on my watchlist that I couldn't revert, including some that stuck around for several hours, so you managed to piss me off and damage the project too. Please accept my hearty congratulations.

You made a block made without regard for timing, circumstance, or anything except a blind, jobsworth-like adherence to the letter of the rules.

The sarcastic applause you can hear in the background is coming from the ever-growing number of people who think WP administrators are largely a joke, and whom you have just helped prove correct. It's admins like you that give the whole WP admin team a bad name.  •T•C•E• """,1
783,The 2004 section should not be merged with a page that is about an original muscle car.  The two types of cars are far too apart in both time period and style that they should not be in the same article.,0
784,"Please swallow a penis, homosexual",1
785,""", 3 September 2005 (UTC)
Also, a personal state that """"looks"""" like autism is most likely going to be diagnosed as autism (or an autism spectrum disorder such as HFA or AS).  23:40""",0
786,"Not a reliable source? ITS HIS FUCKING SHOW WHAT ARE YOU ON OF COURSE ITS A RELIABLE SOURCE. That's like asking me what my name is, I KNOW BECAUSE IT'S ME. What are you smoking??",1
787,Three comments in a row? Get help. It's sufficient to quote QUALIFIED EXPERTS with books from UNIVERSITIES stating that Caphtor = Crete. You keep on quoting fringe and bullshit. Nuff said.,1
788,"Sometimes all you need is three sentences to get a point accross, and for it to be constructive.  But you have your head stuck too far up your ass trying to defend Thoth.  Why dont you let him answer the question.  Besides, this is the talk page, you don't have to be neutral.  Also, why don't you get off your lazy ass and create a user name?",1
789,"I have reverted your page move.

At the timeline page you , stated the result of the vote was move , when in actual fact it was no consensus.  Pleas do not do that again .",0
790,=Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.,1
791,revert and ask for this page to be protected from vandals like you,1
792,"huh 

go lick ur moms fuckhole",1
793,"I have removed one of your personal attack here - I see you are attacking others here also, I imagine you are going to be blocked real soon. Off2riorob (talk) 

Your side are removing information daily for the past ten years, so I don't see why you should stop now. But before banning me: get down on your knees first.",0
794,what happens mamas boy bitch steve,1
795,"""

 Please stop. If you continue to introduce inappropriate pages to Wikipedia, you will be blocked from editing. If you need guidance on how to create appropriate pages, try using the Article Wizard.   """,0
796,"WPCD 
Hi. Hope (and trust) the weather is a bit better where you are. Several things:
the 0.5 plus images has been grabbed and put up here: http://wikipedia-release-version-0.5.fixedreference.org/ and our 2007 list (which is much longer) is at
http://2007-wikipedia-cd-selection.fixedreference.org/wp/index/alpha.htm 

Also to let you know about Wikipedia:Articles_for_deletion/2006_Wikipedia_CD_Selection. The current marginal majority to move the page to Wikipedia space. This makes some sense but practically far fewer people will ever see the CD releases if we always put them in project place (the internal search on Wikipedia excludes project pages) and I think there is enough notability now to make the case... talk",0
797,"The names Zara , Sebenico , Dalmazia were in use and are still in use. However, Zadar, Šibenik, Dalmacija are in use today and that fact is recognised when writing this biography.",0
798,"Also, whereas I agree with your description of how material has to be included in WP, I take exception with Michael Johnson's comment above. There are several authoritative scientists who disagree with the mainstream of peer-reviewed papers. The reason why they're not in so far is essentially decided on an interpretation of WP:WEIGHT. As with any rule interpretation, it is liable to be 'soft' and subjective, and this is this interpretation that, good or wrong, has so far been 'applied' by a group of editors.
So, there could be a criticism section in this article per WP's rules. Gravity has one. It all comes to how WP:WEIGHT is interpreted, and who interprets it.",0
799,"Asendoh, you suck. Get lost from Wikipedia. 60.48.183.20",1
800,"GO FUCK YOURSELF

ALLAHU AKBAR!!!!!!",1
801,"Asshole censor keeps censoring 

Paid mole is pure scum.

Fukker asks and I provide and naturally for a crooked fukker that's never enough.

INVESTIGATE this wicked piece of shit.",1
802,"Who I Am
First off, I'm a faggot - not an article creator. I've received good ass in my work as a truck stop cocksucker, while stealing the prose and research of others. Cocksucking is, in my mind, the best feature of Wikipedia. My faggoty tastes are eclectic, but all end in a jizz shoter. I can bounce ten cocks all over the place. I've spent time sucking off Kim Kardashian, vandals and BBM in Richard Gere's asshole and Richard Simmons's asshole, and assisted in the development of a faggoty article on the jizzmaster himself, me, (the latter of which has since undergone faggoty tranny surgery and a tit job. Further revisions to my cock include trying to fuck my mother with it, which I am not entirely happy about, but heck, it's a mom I remind you all I am a faggot who wouldn't risk pissing with the seat down, so you can tell my nickname is a faggoty attempt to appear edgy. I weigh 450kg.",1
803,"""

I don't give a single fu ck WHAT YOU THINK Ariel is a part Israel there is no fu cking """"palestine"""".""",1
804,"I SAID SHUT UP, YOU STUPID, STUPID...",1
805,What is wrong with you? Are you a racist or something?,1
806,"Sergecross73 you're a deuchebag that has no life but being here 24/7 and harass users for having a more creative and complete vision and only approves what he deems fit for wiki standards even when 1 provides it sources..freedom of speech, freedom of opinion..i'm sorry but i had to be a little blunt but i just don't agree with how some people do blank edits and yet when others fill them out and try to be more complete you ignore them..now i'm just saying how i feel so i hope more people are as creative and open-minded as me because i don't think people like sergecross would even comprehend what some of us try to do here..and i have spoken to some of your superiors and i'm considering being an admin myself..i wonder how it feels to harass others for having more creativity than me..i guess once i'm admin i can harass people just like you and tell them that their more creative ideas aren't good because i wasn't the one tho thought of it..so that's what it feels to be an admin huh? to harass the wrong people because of their more complete ideas wishing you came up with them first...yeah very mature pal ...",1
807,"Hello, welcome to my talk page, if you are a communist asshole like 99.9% of Wikipiedia users please leave.",1
808,"""

 CAMRAON YOU FAGGOT< WE WILL HUNT """"YOU DOWN 

Faggot Camaraon

stop editing mohammad ayoob's page.

the guy is self editing his own biography

please cite some peer reviewed journals, before endorsing his hageography

who says he is a qualified expert in international relations?""",0
809,"""::::Per WP:FINISHED we can leave this bad style for now to avoid unecessary edit wars. Even if they end up never filing this lawsuit, and drop this thing, the opening sentence could still be changed to something along the line of """"The United States House of Representatives v. Obama was a lawsuit that was approved by the House of Representatives but never filed.""""   
""",0
810,Are we guilty of systematic Polish nationalist bias? Could you help me understand what's going on here?,0
811,"Your a racist 

Excuse me?  Nonsense?  Where?  What?

I have proof of every change I have made.  More than I can say for you.",1
812,"Wait, you are female and black..! That's disconcerting...",1
813,"Most unionists in the US today are not Marxist Class War unionists, though they still do exist.

 Modern unionists who assault or otherwise try to prevent people from crossing picket lines are properly referred to today as 'unionist trash', or 'subhuman union garbage'. Those engaging in this sort of violence still deserve to be gunned down or otherwise killed.",1
814,. The world is better off without someone that is so defective. Natural selection is a bitch. I guess our only hope is that you will follow her down a similar path,1
815,DON'T YOU FUCKING TOUCH MY EDITS AGAIN!!!!!,1
816,"""
 Hello, AustinSellers, and Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on my talk page, or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by using four tildes (~~~~) or by clicking  if shown; this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field with your edits. Below are some useful links to facilitate your involvement. Happy editing!   
|}""",0
817,Hi. I regard your yesterday's note at my talkpage as general understanding of my point. Thank you for that. Can we cooperate in editing despite your dislike of my lexics?,0
818,"""

 Yo dude, you need to quit littering wikipedia pages by promoting your stupid """"one-toke"""" utensils with all these obscure crater diameters and similar bullshit. Come on dude, get a life.  —Preceding unsigned comment added by 24.58.22.160   
110629

http://en.wikipedia.org/wiki/File:Kief_(yellow).jpg

""",1
819,"Sock-puppet  

Sock-puppet of the Metropolitan Police.",0
820,"""

 Categorial vs categorical 

Although the SOM gives these as synonyms, Lambek clarifies that categorical refers to categories from category theory, whereas categorial refers """"categories"""" in the sense of the Polish school of Logic, that is to type from type theory.  ping """,0
821,"Seems like archive.ls is denied following an RFC. This web.archive seems to have all the relevant ones though, so I've added that.",0
822,"""

 A beating 

Hello Shovon, I see you've taken quite a beating dealing with some trolls regarding the Kashmir issue. As a piece of advice, just don't entertain (feed) trolls because this only increases our pressure. Who cares, let them call us """"Hindu facist"""" or """"faggot"""" or whatever because that only reflects on the person making those remarks, and needless to say, their country. Such actions speak a thousand words and it's foolhardy for us to waste our time and energy feeding such trolls. I avoided naming this section """"Kashmir"""" fearing you wouldn't give a damn! Have a cookie in the mean time. Take care.  ☎ """,1
823,ralfx is yag. He is the yaggest mothering chinkie dude in the world.,1
824,"ZOE REARS HER UGLY FACE
COCKBLOCKER IS A SPECIES OF LOOSER WHO TAKES PLEASURE IN PREVENTING OTHERS FROM ACHIEVING ANYTHING EITHER. THE WIKIPEDIA SUBSPICIES GOES AROUND AND TRIES TO FIND FAULTS IN EVERYONE’S WORK.

KEEP BEING YOUR BAD SELF, ITS NOT LIKE BY FUCKING UP MY ARTICLE YOU HURT ME. WHEN YOU STRIKE WATER NO TRACE WILL REMAIN. 

YOU SEE THERE ARE MORE COCKBLOCKERS IN WIKI PROJECT THAN ACTIVE CONTRIBUTORS, SO IT WILL NEVER SUCCEED ANYWAY. GAME ATTRACTS GAME. SO THIS PROJECT IS DOOMED ANYWAY. BY GETTING ME BLOCKED FOR EXAMPLE YOU ARE JUST SAVING ME TIME. 

ITS IRONIC HOW THE HARDER YOU TRY THE BETTER YOU MAKE THINGS FOR ME. EVEN GETTING MY ARTICLE DELETED BECAUSE OF YOUR SPITEFULNESS, YOU MAY BE ACTUALLY HELPING ME, BECAUSE YOU ARE STIMULATING ME TO ACTION.  

AND YOU ARE FOOLISH BECAUSE YOU ARE ACQUIRING DANGEROUS ENEMIES, YOU ARE JUST LUCKY BECAUSE UNLIKE YOU I DON’T HAVE TIME FOR VIRTUAL WARS, I ACTUALLY HAVE A LIFE.",1
825,"""== Nazi PUNKS not Nazi Skinheads... ==

To those of you who wish to contribute to this article, please refrain from entering in information pertaining to Skinheads. The point of this article is to show the difference between Nazi punks and Nazi skinheads and to show that Nazi punks exist within the punk subculture. These are two different subcultures and though people often mistakenly call racist skinheads """"Nazi punks"""" they aren't the same thing at all.

""",0
826,""":: Hah! and lol. U can't quote from wikipedia thats cheating! Besides, its a matter of perspective, U didnt make it up and the person who did didn't actually specify now did they? I am having lots of laughs. Besides, laughs out loud is not in the first person form so doesn't make sense to tell someone """" oh loughs out loud"""".  

""",1
827,"""title=Galerius&diff;=prev&oldid;=40940009] removed interwiki links for various languages, which I don't believe you intended, so I've reverted it.  When making your edits, please edit only the section you actually wish to change (presumably the """"worms"""" section).   

It's happened to me before: you click on an earlier version in the article's history and then later you start editing it, not remembering that it's not the latest version.  In this case, your edit resembled that of """"Brambo"""" from September 24, so perhaps you followed links and ended up editing the older version.   

Bandelier National Monument - Puye Cliff Dwellings
Thanks, I think you are right and those pictures are actually of Bandelier National Monument. I've now corrected the images names and descriptions.   

Thanks
Thanks for the 2-minute turnaround time on the Jaggi Singh article, much appreciated )  (talk) (Terrorist Wikiproject) 

Atlanterhavsveien
Sorry I forgot to log in when editing that page. I'd stick with both points of my edits though - Wikipedia definitely doesn't use """","""" as the decimal separator, even on Continental European articles, or when working in kilometres. Secondly, it's a road, not a bridge. However, it is a road that has a lot of bridges on it - a good analogy is the Overseas Highway in the Florida Keys. For now I'd be happy to leave it in the bridge section. I don't understand why you reverted the inclusion of Category:Roads in Norway - I mean, it is a road, and it's in Norway, right?  
No worries, apology appreciated ) It looks like you do a lot of good work here, thanks!  

 Lawrence High School reverts 
Thanks for the unfortunately too frequent reverts on the Lawrence High School page. How are you doing the reverts so that all of the detailed info regarding the previous edit is included?  

Coca Cola
The following was on my User page.  I've moved it here.  

but it should be anounced what coke did in 1985 on the coke page and the fact coke is made in most countrys with sugar with the eception of the US due to the infalted price of sugar and the goverment price subidies on corn. (placed by)  18 March 2006

 NatSel 

I do not know how far you up to date with the conflict that is keeping editors from editing the page. If not, I suggest you have a look at the arbitration case that is currently pending.  

To facilitate, this was the version most people (except Marcosantezana) could live with:

Natural selection is the process in which individual organisms that possess favourable traits are more likely to survive and reproduce.  Natural selection works on the phenotype, the outward form determined by genes (the genotype), the environment and the interaction between them. Only heritable variations in a trait will be passed on to the next generation and the frequency of favourable heritable traits will increase in subsequent generations. The underlying genetic variation in traits is the result of genetic processes, such as mutations and recombinations, and can undo the effect of natural selection if strong enough relative to the effect of natural selection. Natural selection, together with other mechanisms such as genetic drift and mutations, is an important component of evolution, a cornerstone of modern biological and medical research.

The term was introduced by Charles Darwin in 1859 in his book """"The Origin of Species"""", as an analogy with a farmer choosing individuals that possess desired characteristics for his breeding stock, which Darwin called artificial selection.

Maybe you find it not god, and in that case, I am curious what you think of that.  

I made a lits of aspects here: User_talk:KimvdLinde/Natural_selection#Natural_selection_aspects  

DeMarco-Becket Memorial Trophy
You did a lot of reversions to [[",0
828,"In that case, feel free to revert to my original edit then.  I do not have a strong personal preference between the two variations.  My second variation was an attempt to address the concern of others.   19:52, 8 Apr 2005 (UTC)",0
829,"haha 

Actually, I can type. I'm not a gay person.",1
830,"hey
you know what fuck this, it takes to goddam long to do a good artical. fuck all of this im done with this wikipedia bullshit
fuck whoever created wikipedia im sorry for saying that that was my bad",1
831,"Just saw your latest addition to that page and thought I'd drop you another line. You might want to look at the list of alternative outlets to Wikipedia, many of which would let you host your content. We're an encyclopedia, and since your page doesn't meet the requirements for an encyclopedia it can't stay here, but there are lots of other places that could host your stuff. Good luck!",0
832,"i hate you computer nerds and if i get blocked please get me blocked by 'cant sleep clown will eat me'. ok thats all ive got to say to u patetic losers who sit in front of a computer all day.

Bold textFUCK YOU ALL!!!!!!!!",1
833,"Fuller's Account of Battle Date 

The battle date is shortly after June 21-22, 168 B.C., after a recorded eclipse of the Moon, but the exact date is not known, according to J.F.C. Fuller.  The Macedonians reportedly had some kind of outcry that defeat was at hand for them until the eclipse passed, and the Romans were given an explanation that the eclipse is part of nature and natural, so the Romans did not panic.",0
834,"f*ck you x2 

Are you still enjoying your block, you f*cking retard?",1
835,"Place
Somebody know where is Aguz (Souira Guedima)?Bokpasa",0
836,"List of Moroccan Dutch people 

People should have a Wikipedia page in order to be on lists. There are exceptions. See wp:listpeople wp:wtaf Cheers",0
837,"I think mucha lucha is the most homosexual show i've ever witnessed in my life. Yep, even more than Borat. I mean, who in the right mind would want to watch a bunch of beaners wrestle? What the fuck is that.",1
838,"english 

I am basically a native speaker of English, my mom is American. I found your condescension insulting and unnecessary.",1
839,"BEST BEHAVIOUR IS A SINGLE! 

http://www.ndubz.com/discography

IS the OFFICIAL fucking site of N-Dubz good enough, you ignorant fucked up retarded cunts?",1
840,"Fred C. You seem to be under the impression that I give a shit what you think. That you are an American makes you irrelevant to this discussion. This is an article about an Australian school; I doubt that you have ever been out of the US. I was happy to make what I - and others - thought was a valuable and factual contribution to the public record, however it seems you and Daniel have chosen to hijack history and hijack Wikipedia  for your own personal plaything. That is very sad and you are very sad. as it is, I will from time to time (as others will from time to time) continue to restore the public record. I hope you have lots of fun trying to guess when and where that will happen.",1
841,"Why don't you run cry to your mommy, little Aspie?",1
842,"Hey you gayass beaner
Wow you stupid beaners are such assholes. I can not believe that beaners could be this stupid..i mean Mexicans are dumbasses, like yourself....plus you need to lose some weight fatty, and maybe get some dick since you love dildo up your ass, you pussy...ooo Mexicans the most lowliest and stupid piece of shit known to man. It's so funny that you have no life...then agian Mexicans cant to anything useful in society...fuck you.",1
843,"""
You raise some good points here. I specifically agree with the one that Maharishi Mahesh Yogi was not """"notable"""" until he became the Maharishi, so the use of Varma seems overdone in the lead.   """,0
844,"Hey asshole 

I don't appreciate your fucking condescension. Yeah, that's right, I wikilinked it so you can look up those big words that so elude you. You better Shut The Fuck Up and shove your Wikipedian Assholifity (yeah i made up that word what are gonna do sue me, huh bitch?) right up your sore-from-taking-it-up-the-ass asshole. I saw an attempt to give a  nice little wikilink to a fun English usage, and you just fuck everything up. I'm gonna be bold, not like fucking pussies such as yourself.",1
845,"-Aubrey's #1 fan

Wow guy, don't get so worked up, you might hit puberty too soon with all that rage! Get off my page",1
846,That goes without saying. Everyone who's edited for more than a week knows that content takes a back seat to Cabal loyalty at Wikipedia.,0
847,Hi! Jetblue is not a buy on board airline. http://www.jetblue.com/about/whyyoulllike/about_whysnacks.html - Only alcohol is for charge.,0
848,"""

The dick who is editing with policy is also editing out of policy, by being arrogant, lazy and fucking up the functionality of the Image Workshop. His worrying obsession with NFCC#9 is his excuse for being a twat. he is deliberately making the workshop non-functional. For the IW to work properly we have to be able to either see or be able to link to the image being requested. Now Mr Dick esq comes along, deletes both the image and the link making the request impossible to deal with unless we go looking for an invisible comment hidden in the source code of the request. In spite of being told of 2 methods of maintaining NFCC#9 compliance and maintaining IW functionality Hammersoft refuses to use them. One of the methods only involves putting a colon at the front of the link. But will Hammersoft do this? No, he has refused point blank. This I firmly definitely and firmly puts him in the """"dick"""" category. His arrogance, his laziness, his Borg-like obsession with NFCC#9 and his truculence are disrupting a valuable resource with WP for no purpose. I would be grateful if you could copy and paste this as a response to his accusations at the incident board. Especially now you've effectively stopped me posting there. This is not an unblock request as I don't care one way or another, it's WP's loss if I can't sort out image requests for 24hrs, it's not my loss. This is a request though that Hammersoft either stays away from the IW or that he implements the methods we've informed him of.   """,1
849,"Yiddish: Asyva (pronunciation) 

 Asyva (in English transcription), 
 Asjva (in Czech transcription), 
 Aßjwa (in German transcription), 
 Asjwa (in Polish transcription).",0
850,"wiki 

ur such a nerd man....why waste ur time editing wikipedia?",1
851,I was blocked for reporting their harassment then. Same thing you liar.,1
852,"""
Well, it does have some issues, so it seems.   First, I moved out one of the sentences that mentioned her ranking by NewsMax as a GOP figure.  I placed that to the other section about criticism and praise.  But, now there's just these two other sentences.   And they're really just dealing with her public appearances, which we've considered before… in fact, we eliminated them a while ago, if you see prior notes. See this Talk Page, where we mention that prior section once called """"Through all this time, Fiorina has appeared…""""  Remember that? We questioned the paragraph(s) and their citations and relevance.  Eventually it was eliminated. That's probably becasuse she's not unlike most public figures, that make many, many appearances through their lifetime.  That section has been gone a while now, seemingly without objection.  I'm guessing that's because most of us have agreed that we're not going to cite every appearance a public figure has made.  If its significant or exceptional, surely we can mention it.  But, now however, I'm wondering about a very short section that's currently titled Advocate at large.  That's since its become whittled down to two sentences, one of which is questionable.  I've actually found she may have appeared at Ripon several times.  But, to play devil's advocate… So what?  Republicans appear at crowds of conservative groups, Democrats before liberal groups, Greens before their own…. and so on.  Therefore, I question how exceptional this should be regarded.  By the way second sentence mentions """"National Press Club"""" as mentioned in the article.  But this Wikipedia article is attributing that to a Press club although it reads as """"National Press Club.""""  It's not particular to National Press Club (United States), which I'm not quick to assume, since the disambiguation the source (named in the citation) ambiguously calls it """"the National Press Club.""""  Again… appearing before THE National Press Club of the U.S. is not all that exceptional.  They invite notable dignitaries all the time… whoever, whatever party… etc.  Again, so what?   I wouldn't be surprised if The Club has invited most of the presidential candidates, if not had some of them speak in prior events, before they became candidates. So, I'm almost at the point of wanting to eliminate this entire section.  Any comments?   """,0
853,"Good evening, pussy.  Just a friendly reminder for you to kill yourself.  I love you, cunt.",1
854,"""
 I won't appeal this block, but at least make this a fair block by blocking that nuisance yourself. He started it with that mocking.  Holla at me!  """,1
855,"Why has the reference link to Hydra and Minerva been taken off, without this reference few people are going to understand what the systems are for and what part they play in NPIA training. I personally added the sections Serious Crime Analysis, Crime Operational Suppport, National Missing Persons Bureau, Traing and the technology section,. However when it comes to referencing my work or proividing links I have been prevented from doing so and the page is put back to the sections I originally added.

Can this page not be added to, what is wrong with a reference explaining what minerva and hydra are, indeed what was wrong with a link to the Metropolitan Police Crime Academy, one of the most important crime fighting academies in the UK, and which has close links and operational ties with the NPIA.

It seems to me that petty moderating is destroying any attempt to even reference or explain such points in any detail.",0
856,Note: 's edit is under discussion at Wikipedia:Arbitration_enforcement#Massive_change_to_Sarah_Palin_made_without_consensus. Please take further commentary to that page.,0
857,YOU NEED TO STOP PISSING OTHERS OFF,1
858,"I merely try to establish the fact that you sir, are an idiot, sir and unworthy of whatever title this sycophantic community has bestowed on you.",1
859,"- 
So: SA President Jacob Zuma spending USD 27 million of taxpayer money (that should be used to vaccinate all children - which they refuse to do!) - this is a fact - not someone´s imagination- is not NPOV? It is encyclopedic and NPOV !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Pres. Zuma abused his power to spend USD 27 million to make non-security related - luxurious  - improvements to his private proverty - similar to Republican Schock who made a USD 40 000 Red Room make-over to his political head office - at the expense of taxpayers´ money - for which he resigned immediately when exposed on public TV in the USA (are you against that??????????????) 

ALL of this is NPOV: UNLESS YOU ARE CORRUPT, WHICH APPARENTLY YOU ARE VERY MUCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
860,"August 2013 

Hey there, you racist sack of feces.",1
861,"""
 Awaaze read your pov """" 8000 cases of missing persons have been reported since the start of the war on terror from different parts of the country."""" scoop lol your basically lying througjh your teeth about azad kashmir  """,0
862,"mothafucka! 

You son of a bitch, shup up!

otherwise I will kill you!",1
863,You should be banned.You offended me in a racist manner.,1
864,"""

 This pool page 

1- I did not make any edits whatsoever on the President of the USA page for Wikipedia.  There may be additional individuals logging in under this User Talk address.
2- I did not attack what's its name (SynchroCat?!!!) but it seems from the response that some editors at Wikipedia have a f- raging disease of attacking anyone outside the pool of Wikipedia editors that may question their judgement.  You need to read the log before you label my comments """"attack"""".  For the record I dont think you are a f-gg-t either.""",0
865,Template:Did you know nominations/Monte Alén National Park,0
866,There is no proof she is deseased.,0
867,Have the balls to respond you little Hawaiian vag.  I know you probably won't and just wait for someone else to but there's no need for you to smell like stinky tuna.,1
868,wiki shold dye!they should be ashame!j,1
869,"Arranged by Host
To make for easy section handling and links.",0
870,"South America 
Camino Real in Peru may be a good entry.  These are the roads connecting the Inca Empire throughout the Andes.  It is historical, but El Camino Real is notable, and a street, so I dont know if it should be included",0
871,Today's O Globo (how come the article on one of Brazil's major newspapers is still a stub?) says the gas station was also hit (it also has a picture showing where the gas station is; it and the warehouse are right one next to the other).,0
872,"once i,ve read a comment THEN you can remove this disscusion ok?",0
873,(unless they relate to my hatred of Arabs),0
874,"""

 Defecation 

I remember one time when my sis and I were little. She was like two and I was like three. We were in the bathtub. She yells """"Poopie!"""" When Mom pulled her her out she had a turd the size of Baltimore coming out!""",0
875,"Bite Me, Redux 

Really.  Stop leaving silly messages for people if you don't want them to talk back to you.",1
876,"In regards to your edits at Acid3, you are invited to the discussion at the article's talk page.  Please discuss before changing the caption, as it has been explained numerous times that the caption describes the image.  The image is for Mozilla Firefox 6.0a1, NOT Mozilla Firefox 8.0a1.  If you wish to have the image updated, go for it, and upload Mozilla Firefox 8.0a1, the image and caption can then be updated.  However, I ask that you please not continue merely changing the caption, as it is incorrect.  It doesn't matter how many times you change it, it will be changed back.  If you persist, the page may be semi-protected to prevent further disruptive IP edits.  Thank you. - ™",0
877,"""

 8 reverts 

I did not make any reverts. The 8 reverts I was talking about was done by Levine2112.  """,0
878,"Continuing to learn to fuck off. 

Continuing to tell me to stop changing my page will result in me changing the page back to how I put it. As it is my page, fuck off.",1
879,Things I'd do to your ASS. Dayumm.,0
880,"""
I think the thing to do is have """"Las Vegas"""" the city as the primary article, and include in that all urbanized adjacent areas that are not part of another city. This covers the Strip, the Airport, Palms and most big off-strip casinos and all the county islands. BTW, county islands are not an indication that a place is not part of the community, but an indication that the annexation is corrupt. I think that would cover things well and address the fact that Henderson and NLV are not quite as """"Las Vegas"""" as the strip. FWIW, it seems that Las Vegas is unusual for a primary city of a metro area to not be surrounded on all sides by suburbs. This is probably why other cities haven't had this argument.  Talk to me """,0
881,dont post boiler plate crap; -),0
882,Why are you doing this? Are you some sort of sadist or troll?,1
883,"""

 Mainpage bolding 
Hi, Schutz, how 'ya doing ?  Mainpage bot is busted -)   (Talk) """,0
884,I support it's inclusion and and Lulu and Banjeboi eventually acknowledged the relationship is notable.,0
885,Why doesn't this article talk about how Jimbo got the Wikimedia credit card taken away cuz he used it to purchase prostitutes in Moscow??? Why should i donate to Wikimedia with this crook in charge?68.185.206.4,0
886,"Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.",1
887,"you are being an anonymous cunt. please either be a cunt with a name and a face (by registering, or at least participating in discussions on the talk page) or a regular cunt-free anonymous contributor (by not being a cunt)

THANK YOU FOR YOUR COOPERATION ~",1
888,"c'mon BITCH, speak up.",1
889,"you are an american biaes idiot 

you are an idiot who wants to dserstroy wikipedia. It is people like you who are responsible for the currwnt destruction of all that is good in the way wikipedia works I think you should get a life and stop deleting articles you American biased wally.",1
890,State your user-name A-Hole........,0
891,"F*ck You 
Shut the fuck up you whiney ass little bitch! I'll do all the shit I want and you can go fuck yourself you jive ass turkey fucking cunt!",1
892,"SUCK MY ASSHOLE, YOU HAVE LESS OF A LIFE THAN ME! FUCK A HORSE YOU SHITBAG.",1
893,"""

 A kitten for you! 

i loved your articals

  
""",1
894,"...Schoolblock. 

To whoever blocked this school: Why does the block have to expire in a year  or at all?  You should, at the very least, have it be blocked for 4 years so that way people who have graduated will be gone and hopefully the new people will be less...  erm...  [CENSORED].
tinlv7
(not logged in.)",0
895,"""

 Q 10: Is it okay to call jesus """"bastard""""? 

Of course, it is 👍.""",1
896,"""

EWWWWWWW. It's not Tim, dummy.

~ """,0
