,id,text
141739,f65705ec06812e32,"Hey Jeremy! 

FUCK YOU!!! AND FUCK YOU ALAN! Good to know you mother fuckng pussies protect each other. Get a lfie with your empty threats you fucking faggot, you fucking stickingyour bare unprotected dicks within each other's assholes. FUCK YOU cocksucker!
Scratch my asshole and condensate the moisture from my dirty rectum onto the roof of your mouth then give me head."
44598,772c2ee5060bdec0,"P.S., I am halfway through a sex change.  Maybe when I finally get my dick cut off I'll be a bit more relaxed.  I already have the tits, but the estogen is driving me nuts!"
99220,12bec78ce7b28ae3,"""

 Thanks for dropping by. I think the information could be useful, but maybe insert into the body rather than the intro. Also, check out WP:REFB and WP:CITE for how to cite sources properly, rather than inserting external links. Thanks again for your contribution! –  [[User_talk:FenixFeather|(talk)]][[Special:Contributions/FenixFeather|(Contribs)]] """
931,028f5b635f7fa2dc,"Why are you changing the SOMALI PEOPLE WIKI????????????????????/ 

SERIOUSLY????????? THAT PAGE IS BIASED TO ONE CLAN, I ADDED A MORE DIVERSE REPRESENTATION OF SOMALI PEOPLE!

YOU STUPID CRIMINAL."
2826,079b036fed8995db,"You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life."
99640,151185f70eb0430a,"""

 Wikipedia Week 

  The Original Barnstar Thank you for your work to WP:VIC.   """
150635,6f59b69860faab46,"The Motor City Machine Guns 

What the fuck is wrong with you? Just exactly what part of my edit is vandalism? The moves I removed look like they've been written by a fucking retard and I added the entrance song they used in ROH."
29792,4f11a8328f6cbb90,The dumbest things on wikipedia are the people who contribute regularly
90687,f2a25095cd8a0816,"""

 Please do not vandalize pages, as you did with this edit to Laos. If you continue to do so, you will be blocked from editing.    """
30061,4fd06ae35d7f0e08,It's not normal for someone to look like that.
113378,5e5028d8c31ef481,"May 2010 (UTC)

And so the default position is now just delete the images Blackash does not feel are needed in her article. Appalling.    18:29, 24"
93899,fb13212b934cb06a,User BadtoGod was trying to warn you about your vandalsious edits and you attacked him because of his sexuality. Shame on you
14060,2512069bdd87fc9f,"And what will happen if they don't cease immediately oh you powerful one? Oh, I forgot, you said block!!  HAHAHAHA god, you are really stupid, aren't you?  -)   09:33, 31 Mar 2005 (UTC)"
148255,494cde26fb53346f,"Who I Am
First off, I'm a faggot - not an article creator. I've received good ass in my work as a truck stop cocksucker, while stealing the prose and research of others. Cocksucking is, in my mind, the best feature of Wikipedia. My faggoty tastes are eclectic, but all end in a jizz shoter. I can bounce ten cocks all over the place. I've spent time sucking off Kim Kardashian, vandals and BBM in Richard Gere's asshole and Richard Simmons's asshole, and assisted in the development of a faggoty article on the jizzmaster himself, me, (the latter of which has since undergone faggoty tranny surgery and a tit job. Further revisions to my cock include trying to fuck my mother with it, which I am not entirely happy about, but heck, it's a mom I remind you all I am a faggot who wouldn't risk pissing with the seat down, so you can tell my nickname is a faggoty attempt to appear edgy. I weigh 450kg."
44941,7827109a5175277b,"OI 

I WROTE GOOD COMMENTS!!! PMG LIEK WTF ETS LIEK PMG!!!1"
17449,2e0cfa04373dbfef,"Zealot 

That's what you are. I hope you die to a long agonizing illness while a medical doctor tells you that if you can believe two plus two is five you'll be cured, but pain trying to believe that is too much for you to even dare to try to believe it. Then there must be a minister from ministry of the truth always smiling and creating articles where you are made Wilson, the enemy of the Party.

IP resetting. Now.

Yours truly,

Reality
87.92.95.94"
124959,9c85c97b79cb73a2,"""

And BTW I beleive these """"criticisms"""" were introduced by someone who listed a porn model as a notable alum...  """
47021,7da0928541f1a485,"suck a fuck 

Please suck a fuck."
144990,15be2045a73859f5,"You're a motherfucking prick! 

So, you don't agree with my comments on alcohol, huh? Well, I don't know where you live (if I did, you'd be dead by now), but you fail at life for supporting alcohol. Go kill yourself, you asshole!"
63164,a90714b9e4137961,"You are asshole master of deletions 
 22:18, 17 March 2013 (diff | hist) . . (+685)‎ . . User talk:PatGallacher ‎ (Notifying author of deletion nomination for Patricia Walsh) (current)
 22:18, 17 March 2013 (diff | hist) . . (+299)‎ . . Patricia Walsh ‎ (Nominated page for deletion using Page Curation (subst:blp-prod))
 22:11, 17 March 2013 (diff | hist) . . (+184)‎ . . Wikipedia:Administrator intervention against vandalism ‎ (Reporting Novaranist. (TW))
 22:10, 17 March 2013 (diff | hist) . . (-33)‎ . . m Hans Kohala ‎ (Reverted 1 edit by Novaranist (talk) to last revision by Severo. (TW)) (current)
 22:08, 17 March 2013 (diff | hist) . . (-82)‎ . . Most Extreme Airports ‎ (current)
 22:04, 17 March 2013 (diff | hist) . . (+861)‎ . . N User talk:Matt8600 ‎ (Notifying author of deletion nomination for Iustin beldie)
 22:03, 17 March 2013 (diff | hist) . . (+678)‎ . . N User talk:Timostaurus ‎ (Notifying author of deletion nomination for Scott Wornow)
 22:01, 17 March 2013 (diff | hist) . . (+829)‎ . . N User talk:Mason Decker1 ‎ (Notifying author of deletion nomination for Mario Kart/Characters) (current)
 21:58, 17 March 2013 (diff | hist) . . (+877)‎ . . N User talk:Nathanielpopoca ‎ (Notifying author of deletion nomination for Nathaniel Popoca)
 21:57, 17 March 2013 (diff | hist) . . (+865)‎ . . N User talk:Iustin444 ‎ (Notifying author of deletion nomination for Matei Berceanu) (current)
 21:56, 17 March 2013 (diff | hist) . . (+417)‎ . . User talk:Novaranist ‎ (Only warning: Vandalism. (TW))
 21:54, 17 March 2013 (diff | hist) . . (+858)‎ . . N User talk:Zachlyda ‎ (Notifying author of deletion nomination for Zachary Lyda) (current)
 21:53, 17 March 2013 (diff | hist) . . (+836)‎ . . N User talk:Novaranist ‎ (Notifying author of deletion nomination for Pornography in North Korea)
 21:49, 17 March 2013 (diff | hist) . . (+8)‎ . . User:Tentinator/Articles Created ‎ (current)
 21:48, 17 March 2013 (diff | hist) . . (+143)‎ . . N User:Tentinator/Articles Created ‎ (←Created page with 'This is a list of all the articles that I've created. First Catilinarian Conspiracy Second Catilinarian Conspiracy In Toga Candida')
 21:35, 17 March 2013 (diff | hist) . . (+861)‎ . . N User talk:Jaylentable ‎ (Notifying author of deletion nomination for Beautybaby44) (current)
 20:12, 17 March 2013 (diff | hist) . . (+883)‎ . . N User talk:Conservationscience ‎ (Notifying author of deletion nomination for Conservation evidence) (current)
 20:12, 17 March 2013 (diff | hist) . . (+844)‎ . . N User talk:Prasadaman ‎ (Notifying author of deletion nomination for Aman prasad) (current)
 20:11, 17 March 2013 (diff | hist) . . (+1,737)‎ . . User talk:Liberalufp ‎ (Notification: speedy deletion nomination of Word windowism. (TW))
 16:38, 17 March 2013 (diff | hist) . . (+788)‎ . . N User talk:Lunedeep ‎ (Notifying author of deletion nomination for Lune deep)
 16:16, 17 March 2013 (diff | hist) . . (+830)‎ . . User talk:Blackiedog ‎ (Notifying author of deletion nomination for List of King Kongs)
 15:58, 17 March 2013 (diff | hist) . . (+917)‎ . . N User talk:Giovz17 ‎ (Notifying author of deletion nomination for Special/wiki/Special:Preferences) (current)
 15:57, 17 March 2013 (diff | hist) . . (+838)‎ . . N User talk:Jarmanpreet Sandhu ‎ (Notifying author of deletion nomination for Jarmanpreet sandhu) (current)
 11:31, 17 March 2013 (diff | hist) . . (+886)‎ . . N User talk:Rpriykant ‎ (Notifying author of deletion nomination for Moneyroot Consultancy) (current)
 10:53, 17 March 2013 (diff | hist) . . (+808)‎ . . N User talk:Pregish ‎ (Notifying author of deletion nomination for Pergasus Syangbo)
 10:36, 17 March 2013 (diff | hist) . . (+645)‎ . . N User talk:Shresthaprabhu ‎ (General note: Removal of content, blanking. (TW)) (current)
 10:33, 17 March 2013 (diff | hist) . . (+850)‎ . . N User talk:Espabangalore ‎ (Notifying author of deletion nomination for Elements spa) (current)
 10:33, 17 March 2013 (diff | hist) . . (+855)‎ . . N User talk:Jadurkupi ‎ (Notifying author of deletion nomination for Music marketing) (current)
 10:16, 17 March 2013 (diff | hist) . . (+700)‎ . . User talk:Jb1944 ‎ (Notifying author of deletion nomination for John Alderton (medic))
 10:03, 17 March 2013 (diff | hist) . . (+791)‎ . . User talk:Hikogaratashi ‎ (Notifying author of deletion nomination for Brooks kossover) (current)"
102839,26557d3681fd8f70,"Do not dump identical text at multiple article names. Serious original contributions to our project to build a free content encyclopedia are welcome; see Wikipedia:Welcome, newcomers for more information."
12982,22652c6834ec2bb0,"I am glad you have you were a fucking rubbish editor, with your racist crazy talk."
58673,9d252d2e47e48341,get the hell of wikipedia idiot
156776,d3741a61f9c91ac0,http://en.wikipedia.org/w/index.php?title=Moira_Cameron&action;=historysubmit&diff;=323490716&oldid;=323490704 Why do I bother?
51079,889fd1326b132490,What the hell are you on about? 81.144.199.2
109058,471ee4579e101db4,"List of characters in The Smurfs
Hi!  Noticed your edits.  Have a look at WP:CONTEXT before adding more links?  Wiki used to link common words, but the practice now is not to. Regards!"
9459,1917cddc1a03b7ab,"""

 The consensus agreed on earlier was that the NTSB briefings *are* an authoritative source (and rightly so!), they do not need to be separately quoted by 3rd party media/press refs, let alone by questionable blog postings or other """"online media"""". And yeah, I'd expect people to actually have seen all NTSB briefings, otherwise they have really NO reason whatsoever to bother reviewing stuff here - if anybody can't be bothered to watch the NTSB briefings, then please just read the transcripts. Frankly, it is beyond me how you guys are tolerating this type of workflow and behavior, even perceiving me stating that as an """"attack"""". How can it be an ATTACK to expect people to be familiar with the topic they're contributing to ? Honestly, all this goes to show the weaknesses and shortcomings of crowd-sourced encyclopedia-writing, there's no proper hierarchy, and if there's one, it's one where seniority and stylistic aptitude count more than a factual background. Yeah, this is kinda disappointing.  """
132877,c6ecdc777b1ecd2a,"""
I think your contention is not correct.  Where is this """"Op-Ed"""" in the Washington post?   Besides, Hyde's involvement is minor, and don't constitute a major and notable part of Hyde's bio., unless you believe loading up Republican office holder's bio's with any negative spin you can find is consistent with WP:BLP. My standards for content, for this bio is found on the Obama's bio and what was left out and put in.  Whats good for the democrat is good for the republican, yes?  Fair is fair.  """
115438,69611f6a478aea30,Your head is filled with bat poop! It's covered with maggots and shit! You are the product of a llama's salivary glands! Ha Ha hahahahahahHahahahahahah!!!!!
75211,c93a1a13fdfcd045,"""

Welcome!

Hello, Pewpewpwn122, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Unfortunately, one or more of the pages you created, such as Alan W. Hinden, may not conform to some of Wikipedia's guidelines for page creation, and may soon be deleted. 

There's a page about creating articles you may want to read called Your first article. If you are stuck, and looking for help, please come to the New contributors' help page, where experienced Wikipedians can answer any queries you have! Or, you can just type  on this page, and someone will show up shortly to answer your questions. Here are a few other good links for newcomers:
 Your first article
 Biographies of living persons
 How to write a great article
 The five pillars of Wikipedia
 Help pages
 Tutorial
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you have any questions, check out Wikipedia:Where to ask a question or ask me on my talk page.  Again, welcome!  (Contact me,Contribs) 
Speedy deletion of """"Alan W. Hinden""""
 A page you created, Alan W. Hinden, has been tagged for deletion, as it meets one or more of the criteria for speedy deletion; specifically, it is about a real person, group of people, band, club, company, organisation, or web content, but does not indicate why its subject is important or significant.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

Thank you.  (Contact me,Contribs) """
151400,7c711dad4e386a06,'s official site and Hendrick's driver page for him)
76332,cc59c8a5abe70c5d,This user is a twat cunt who likes big willies in his body. He also likes being Gay and likes sucking willies and putting tongues up young boys arseholes. He enjoys eating shit and wank while washing it down with his own piss.
63286,a9577ad4d2d69c3b,"RUNESCAPE IS GAY, EVERYONE JOIN WORLD OF WARCRAFT I NEED RECRUITS FOR A GUILD!"
150659,6fa545864c21d7ee,"STOP! 

Plz just leave me alone you jerk! Stay out of my way! PLz!
173.51.203.228"
128455,aefd953773ea6a1e,"Let me break it down for ya'll. Murdering innocent men, women and children in cold blood is evil. And wth is up with 'Operation Cast Lead'???? weirdness."
121478,89f78d3f4078056e,"""
Feel free to add it then. I think I wrote the current use in games consoles part for the most part, and I'm personally not all that familiar with the Saturn (I can only really write about what I know). Alphathon  (talk) """
138532,e52a5ced5c62bd97,"""
Jeez, is he ever not in a bad mood? Grow a sense of humopr already. Yes, Erik, that was precisely what I was commenting on. -  (cast a spell) """
94777,fd58d4d4c95a4cd2,"""

Chicken-Ryu?
All the ip addresses you used so far, for your (sneaky) vandalist actions and keeping the edit war alive:

 Special:Contributions/72.41.48.2
 Special:Contributions/212.10.39.20
 Special:Contributions/212.10.37.151
 Special:Contributions/70.86.96.58
 Special:Contributions/212.97.132.92
 Special:Contributions/212.10.38.36
 Special:Contributions/212.10.33.189
 Special:Contributions/212.10.33.135
 Special:Contributions/212.10.39.207
 Special:Contributions/212.10.37.178
 Special:Contributions/212.10.34.162
 Special:Contributions/212.10.37.233
 Special:Contributions/212.10.36.211
(This list is probably not even complete!!)

In stead of hiding behind all kinds of different ip addresses, you could at least have the guts and the decency to insult me using your own name!?! Or are you chickin'??? Maybe you can change the name of your style (Genseiryu-Butokukai) into Chicken-Ryu??? Wouldn't even be so bad, since your McDojo is after all called """"Kentucky-Kai""""!!! -)) At least I am not afraid to use my own name, especially since I know I have nothing to hide and I am on the right side!     P.S.: are you still gonna answer the question above here (Genseiryu-Genseikan)???"""
86137,e66d9d815655553a,"this is your last warning stop violating multiple wikipedia policys and stop being an american retard, do humanity a favour and kill yourself82.41.107.97"
38916,67d493112eabdf21,"""

 All positive points, no negatives mentioned AT ALL... 

This article reads more like a propaganda page than impartial information. It is probably written and maintained by a member of staff at the school, but even so it should give a neutral point of view. For example, the old fashioned grammar school attitudes that the school desperately hangs on to (these include uniforms that haven't changed at all since the 1950's, authoritarian attitudes that are concerned by uniform more than actually making sure the children get a good education, etc, etc...) cause tension between students and teachers, as these obviously dubious values do not fit well into modern society. Just to add to this, the most recent ofstead report strongly emphasises the need for student and teacher relationships to improve. however, because of the senior staff all living in the 1930's, they took this to mean they need to enforce the rules more, with stronger emphasis on uniform and weaker emphasis on educational support; this has simply degraded student's relationships with their teachers (especially the so - called """"senior staff"""" who don't even teach but instead spend their time punishing people for petty things - the school even employs a certain member of staff whose job it is to be horrible - ironically she is actually called Mrs Horride!) even further.

MAYBE SOMEONE COULD INCLUDE THIS IN THE ARTICLE AND MAKE IT LESS HEAVILY BIASED.

Thanks, sorry for the rant.82.153.112.177  """
66463,b1cf907f2034f00f,Fuck you niggerkite. y you deleting so much shit. fuckn loser. dont delete anymore shit. its none of your fucking business
43833,74fccf1e62212e92,"""the point of view"""" """"In 1999, US military aircraft bombed the Zastava factory as part of the NATO peacekeeping operation in Kosovo. The attack targeted the military production site of the Zastava plant and as a result of it's close proximity, major damage was caused to the civil production site as well. it is a fact in history that the yugo factory was directly targeted, and not collateral damage. the is a provable fact, and it needs it be corrected. 

"""
112985,5c4bfde8c6d162c3,"""==Notability of Darling Kandie==
A tag has been placed on Darling Kandie requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   """
152007,8656a58e9991605f,"english 

I am basically a native speaker of English, my mom is American. I found your condescension insulting and unnecessary."
102270,234d9a0c73c42c06,your a faggot and a nigger
107675,3f9c1b97fec0f4ec,"Yeah your brain, you pathetic moron. Go get an education first. Don't come back here until then. See you in about five years. If you have the mediocre IQ you seem to have. It's got to do with EBCDIC. Why don't you start by looking up EBCDIC before putting your foot in your mouth anymore."
116688,6fd575e9950154a3,"Turkey as a regional power
Turkey is a regional power, labeling it as a middle eastern regional power is nothing but Euro-centralism. Germany and France are considered regional powers but no one refers to them as specifically as European regional powers. Russia is a regional power, mainly in central asia but no one refers to Russia as a Central Asian regional power. Labeling Turkey as Middle eastern regional power is forcing an identity onto Turkey while allowing other countries to be free of said identity. it is nothing but blatant racism. I would expect better from Wikipedia editors, especially ones who have the label 'Dr'  12:12, 9 August 2012 (EST)"
150406,6bae49bf2757e767,I have nothing better to do than sit at my computer all day being a cunt on WikiPedia.
145769,21f38180e35b9af8,"""
Granted the WEIGHT and clinical signficance of subluxation differs between straights and mixers, given that straights are the minority, how do you propose we present it?  Because it seems like the skeptics have focused a lot on the straight """"definition"""" as opposed to the modernized theories espoused by mixers (aka Gatterman and Leach).  While the core chiropractic belief that the correction of spinal abnormality is a critical health care intervention is open to debate.  This should be in the lead and nicely summarizes the controversy of subluxation both internal and external to the profession.  What do you think?   """
89148,ee81a906696ba9e8,"Typically greek 

Ridiculous and worthless!80.47.102.164"
117250,7285cffc0466ca49,"Dreadstar, please put a leash on Ramdrake. He's getting away with too much."
157026,d72ad653eb542c60,REDIRECT Talk:Illinois Central Gulf commuter rail accident
16152,2aa113a53e7bc9b6,"""

 The Milagro Beanfield War 

Hello, I removed your addition to this article, and wanted to say a few words about why.  What you added was interesting, but there is no reference, and no indication that the real town of Milagro has any connection to either John Nichols' novel or the film adaptation.  Do you have a source that indicates that this town was his inspiration?  That would be helpful.  Cheers! -''''''The '45 """
44100,75c6dfdfa0888472,"""
Yahel, you despise this article so much that you are going to propose a change to the manual of style? The MOS is based on consensus. And Skomorokh is right - you are missing the point. On many levels in fact. I don't propose changes to WP:CIVIL when I get pissed. Work with others, or leave. Stormfront, the source, is not reliable? But non-members are? This is going nowhere if you are going to propose policy changes everytime you hit a brick wall.  talk """
139198,e901845b60eb7567,"RFAr against User:KaintheScion and associated socks
Since KaintheScion has not changed his abusive behavior and has created another sockpuppet ("
109508,49b8a016f3c3f68d,"Fucking read this. 

http://en.wikipedia.org/wiki/Wikipedia:What_Wikipedia_is_not#Wikipedia_is_not_an_indiscriminate_collection_of_information"
115498,69b17ee959c92572,"Jews and Jews 

Can we (meaning male whites) truely co-exist with Jews? I mean niggers and spics are bad enough but the fucking jews go too far. I think there should be a genocide, and there should be an article on wikipedia that encourages the death of jews, for those who agree please message here, for those that don't, eat me. We Came In?"
23182,3d46bbbfffd7362e,"Updating assistance
Though this might be a good place to ask for someone to update:
 2010 United States deepwater drilling moratorium and
 Hornbeck Offshore Services LLC v. Salazar
All the best:  Farmbrough, 23:22, 24 April 2014 (UTC)."
64921,adb96518e917d8ee,"""
 The USGS has a distinguished reputation as a national scientific organisation; pretty much by definition, what it says is going to reflect the mainstream scientific viewpoint. As you say, Nbahn, it is hardly going to be a bastion of fringe theories. Regarding Plimer being wrong: I haven't seen a single other source supporting his views - have you? As far as I've been able to determine he is literally the only person making this claim. It seems to be a """"minority of one"""" viewpoint.    """
55647,94a9d84cb42d637a,Another stupid person who considers leaving a warning message to be harassment. That speaks to the degeneracy of Wikipedia if these simpletons have moderation powers...
135177,d30cddcbd542c0d8,"""

@N-HHIts all about what a man can or can not do, N-HH. You can accept that this article is about a historical military-administered territory officially named """"Territory of the Military Commander in Serbia"""", or you can not. Me, I can ignore your PA comments, but I can't agree that the title should be changed to any phrase that doesn't refer in some way to this said territory, which is the subject of the article. Savvy?
As for your grammar concerns, you should probably make it clear which classes of words you consider too irrelevant to enter our considerations. Though I certainly hope you are clear on the difference between the words """"of"""" and """"in"""", and how they may alter the sentence. As in """"I was sick of this one year ago"""", and """"I was sick in this one year ago"""". 

@FkpCascais. Oh please, Fkp. Its me. The """"I'm insulted he hinted I'm a nationalist"""" thing is so old it """"has a beard"""" as we say 'round these parts. I know you so long I can produce a half-dozen diffs at any time to show an editing pattern as the one I hinted at. And no, this isn't a """"fake Serbia"""" like the NDH was a fake Croatia, it was a military occupation zone """"in Serbia"""", the """"Serbia"""" referred to there is just a geographic qualification indicating where this entity is located in. You need to clear from your head all that """"Nedićeva Srbija"""" nonsense that they teach us in grade school. The Serbian article actually has a flag and coat of arms under an infobox title that says """"Serbia"""", and you just called this a """"country"""". I'll say it again: this is an occupation zone created by Hitler, where his army picked some willing stooges to run the police and collect taxes/steal food. Hitler hated Serbs with a passion and didn't give them anything even closely resembling a country. It takes a special kind of crazy to go around fighting for recognition screaming """"hey, don't you go denigrating Serbia! we were just as much Nazi puppets as you were!"""". Yet that is exactly what I've been reading here for years on end. So forgive me if I'm a little sick of it.

@Peacemaker, I challenge your assertion that there is no WP:COMMONNAME for this territory, and claim 'Military Administration in Serbia' is a name used on a wide-enough basis to qualify as such.   (talk) """
99198,12a17231da59d1fa,Fuck you SmallJim you tattle tail piece of shit
158402,ed4b572f29dec6b1,"""
Okay I'll say """"Use of possible sock account to enforce a false consensus on the Mick Taylor article"""". Call me Pat """
147711,409b72640b67f366,"NUTCASE 

YOU'RE A SICK BLOODY NUTCASE"
83328,def3908328d2708a,"Schmitt/McAfee 

Well, the pics I uploaded for them, I felt you could not really tell it was them. Schmitt's pic was just of him standing on the field, and McAfee's wasn't a good picture.

If you feel otherwise, you can put them back, but since I uploaded them I felt they should not be on there due to the quality."
141660,f5ebcd010fe7830e,"For example it consistantly lists the strengths of Israel and Jorden, ignoring the fact the the Egyptains, Syrians, Palestinians etc were also fighting Israel at the same time!"
146866,32e10fda04f2a50b,"To let the he-goat into the kitchen-garden 
This Russian idiom (in original: “пустить козла в огород”) is the best way to describe what’s going on in the editing of Earthquake engineering article now. The “truck farmer” there,"
72107,c10b2da766c1fc43,"And here I am on IRC just right now, bothering the overworked admins of toolserver, claiming it's a national security issue that I get sql access yesterday, damnit!. Josh Parris"
16579,2bb7da07e9d613ed,"Hello Gwernol 

I am glad to be back at wikipedia again, after being rudely blocked for a month for little to no reason. I assure you I will do exactly what I did before being blocked, that is, only contribute to wikipedia. I write this to you, because I want you to know that I think your actions were irresponsible, and only furthered my theory that many wikipedia admins are pompous and overzealous. I don't want to offend you in any way, because I know you would be prone to blocking me if I did. I want you to at least understand my point of view, being that you acted irresponsibly. If you don't want to listen to me, I understand. If you never want to speak to me again, I understand. I just feel I was mistreated, and that if you are as responsible as you think you are, you would at least try to make it right. Again, no offense should be taken from this, I just want to talk.

With all due respect,"
117954,76284cccd6a659bf,"Don't come near my page you sad little man, stop trying to order others around in a creepy way on Wiki & get a life

Bardrick."
154100,a86bc343adb59fa5,"Ok then, but Joe the Plumber got a lot more, why isn't he mentioned? Why Ayers?"
84487,e1fec8f9132382f3,"Not a reliable source? ITS HIS FUCKING SHOW WHAT ARE YOU ON OF COURSE ITS A RELIABLE SOURCE. That's like asking me what my name is, I KNOW BECAUSE IT'S ME. What are you smoking??"
143618,0034deeede122efb,"Re:Hispanics in the United States Air Force
I knew that you were going to like it. What I basically did was gather information from all my other articles to come up with this one. Now with this article I have covered the story of our contributions to the Air Force, Navy, Coast Guard and the Marines. Someday I will do a similar one the Army."
50468,86f212790af4e8ed,"No wonder I'm being uncivil, when you're stupid. Look at my block log, I wasn't blocked for uncivility or even edit-warring, sure block me for that, I don't care, but I was blocked on wrong bases and if you wanna block, you gonna have to block the other guy aswell. But no, the blocking admin is protecting his own friend, can't you see it? Btw, about my revert wars recently, it has been with socks to , and even to this day  he is reverting with his socks."
62498,a73c20413128bb49,what the hell is your problem dumbass
156904,d55f92ad86efc915,"Melissa Farley RfC

Talk: Melissa_Farley: RfC: NPOV and BLP issues?

Thought you might be interested."
34190,5b4300e98b41e98b,"Plot summary? 

Shouldn't someone, y'know...put up a summary of what happens in the film? I don't feel like seeing it myself..."
112152,580eb254b273135f,"I merely try to establish the fact that you sir, are an idiot, sir and unworthy of whatever title this sycophantic community has bestowed on you."
104004,2c717d250df8398f,"""

Since when have I got ALL my """"Proof"""" from """"waterlooroadforums.com"""" DICKHEAD? Discussion Forums and Twitter and other tripe are NOT sources! I do NOT use NOTHING BUT waterlooroadforums.com. OMG HE sED IT ON HIZ TWITAR! IT MUST BE TROO!  """
11558,1e909d96f2c91ab6,"Forty years ago, when the foregoing essay was written, the denial of competition had not yet effected the enormous concentration of wealth that now so gravely threatens social order. It was not yet too late to stem the current of accumulation by a reversal of the policy of monopoly. The Anarchistic remedy was still applicable.

Today the way is not so clear. The four monopolies, unhindered, have made possible the modern development of the trust, and the trust is now a monster which I fear, even the freest banking, could it be instituted, would be unable to destroy."
119404,7e5f6eafd2cd3147,"Template:Geobox coor 

Hi, I had to do an emergency revert of this edit of yours because it broke saving of geographical coordinates for mw:Extension:GeoData, affecting our mobile apps and lots of reusers. From a qucik glance, this is because {{#coordinates:}} invocation is still in Template:Coord instead of Module:Coordinates as it haven't been migrated in. I really wanted to fix the underlying cause, however I didn't feel like my basic Lua skills would have produced a safely functional change in a hurry."
62156,a648fbd179e25da0,"""
Thanks for the support Grundle. No worries. I need to get some stuff done anyway. The claims of """"personal attack"""" and """"harassment"""" are bunk of course. But 2/0 has, unfortuntely (past experiences suggests he's a decent fellow) been quite active along with Jehochman in carrying out a reign of censorship against those with opinions they don't share. This abusive behavior is damaging to the encyclopedia and is anti-intellectualism of the worst kind, but not much different the Climategate nonsense we've seen. Dishonest, misleading, misinformation campaigns like these are very harmful to the pragmatic solutions to protect the environment, so it's pretty disheartening that somemthing I'm involved in, Wikipedia, is being abused to this extent. The dishonest manipulation of sources, the smearing, and the bullying cabalism are very discouraging. But the world is not a perfect place. I smiled at a few of the discussions on your page. Your good cheer, good faith and patience is an inspiration. 

Please check with User:Drmies about the Markus article. They are both indigineous to Alabama and very likely know each very well, although I don't know how intimately.   """
13422,2373e9ff457b6094,(Your a Fucking Wanker. Lol)
76363,cc6bd1028000c426,"Collapse/Hide text
 Bunch of uncivil nonsense."
142212,f8b05b9ae771fb50,"Are all professors of rhetoric pompous, self-centered assholes?  Or is it just you?"
40953,6d4e3717a37cbc7c,"Thank you , obviously I was offended and I lost my cool. It won't happen again.  I have legitimate policy related concerns about that entry as a whole.  While my concerns are legitimate, I failed repeatedly at communicating my intent.  I'm not sure what the others editors issues are with my submissions but I will in the future I will use appropriate procedures to rectify them if they can't be worked out.  Thank you again for being the bigger person.  Hopefully we can work together to keep our exchanges constructive and find common ground."
78924,d3343200f4a61e1b,"Robert Blake (Aninote) 

It's not an advertisement... The site doesn't even EXIST any more. Check the sources!"
104456,2ed5af1e888a6295,this guy callled Kansas the arm taker is nothing but a loser provocateur. nobody should believe him. he is troling around and making a mess in wikipedia. he is sponsored by some weird government agancies . he is very racist and he thinks racism is the only way to use internet. please becareful for this one and report him right away.
107329,3dc26f9c4e7e749e,"""

Or just take a Wikibreak. That is what most people do. Don't let yourself get driven off the pedia by a bunch of illiterate nutjobs.  The rid """
33531,5966304e66dc9cf0,"Hey 

What is the deal? How about you show some respect. You piece of shit. I will break you knees if you try any more funny business you queer."
111955,56f264eb73102ac1,(2) cannot be grouped into a general rule
23740,3eb4ba8f04bd4c5d,"""::No, the only problem here is your attitude. You need to calm down and argue your case for exclusing criticism of Blitzer and details of his bibliography/relationship with AIPAC from a rational standpoint. You also need to argue for these exclusions on a policy basis. Characterizing the statements of 2 critics, people as liable for court proceedings as wikipedia, """"tangential"""", is no good. He worked for AIPAC. Evidence reflected in his published work for AIPAC also exists. Attempting to disallow inclusion of criticism because you havent found """"the other side"""" is no good either. That he made a rebuttal was originally mentioned by me. I spent time looking for his rebuttal, please include it if you have more luck finding it.
I did find published evidence of Blitzer working for AIPAC. You must move on to trying to discredit that evidence. Yes getting the name of the paper wrong was a silly mistake but doesnt reflect on the cited sources, or details of Blitzers work for AIPAC.  

"""
